corpus_id,entry_no,definition,entry_type,failed_slot,corpus_form,generated_forms,h_root,h_alt_tag,aspect_class,prefix_class,tense_present_class,set_a,plural,animate_objects,present,present_1sg,imperfective,perfective,imperative,infinitive
1739,1805,he/she is laughing,Eventful,imperative,tsayetsa,tsayetla,yet,[H_alt=none],sk-s-la,r_stem,a_present,False,False,False,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
1740,1806,he/she is itching,Eventful,perfective,uyotehskv'i,uyota'v'i,yot,[H_alt=none],e-aka,cons_stem,a_present,False,False,False,uyote'a,akiyote'a,uyotehsko'i,uyotehskv'i,tsayotaka,uyotehsti
1740,1806,he/she is itching,Eventful,perfective,uyotehskv'i,uyota'v'i,yot,[H_alt=none],e-aka,r_stem,a_present,False,False,False,uyote'a,akiyote'a,uyotehsko'i,uyotehskv'i,tsayotaka,uyotehsti
1761,1830,he/she is sending it,StativeNoImp,perfective,wunhv'i,wahvhskv'i,hvhs,[H_alt=glot],stative-k,cons_stem,a_present,True,False,True,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
1761,1830,he/she is sending it,StativeNoImp,perfective,wunhv'i,wahvhskv'i,hvhs,[H_alt=glot],stative-k,cons_stem,a_present,True,False,False,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
1761,1830,he/she is sending it,StativeNoImp,perfective,wunhv'i,wahvhskv'i,hvhsk,[H_alt=glot],stative,cons_stem,a_present,True,False,False,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
1761,1830,he/she is sending it,StativeNoImp,perfective,wunhv'i,wahvhskv'i,hvhsk,[H_alt=glot],stative,cons_stem,a_present,True,False,True,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
1761,1830,he/she is sending it,StativeNoImp,perfective,wunhv'i,wahvhskv'i,hvs,[H_alt=glot],stative-k,cons_stem,a_present,True,False,False,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
1761,1830,he/she is sending it,StativeNoImp,perfective,wunhv'i,wahvhskv'i,hvs,[H_alt=glot],stative-k,cons_stem,a_present,True,False,True,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
1761,1830,he/she is sending it,StativeNoImp,perfective,wunhv'i,wahvhskv'i,hvsk,[H_alt=glot],stative,cons_stem,a_present,True,False,True,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
1761,1830,he/she is sending it,StativeNoImp,perfective,wunhv'i,wahvhskv'i,hvsk,[H_alt=glot],stative,cons_stem,a_present,True,False,False,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
